GENE_ID	GEUVADIS	IN_GENCODE	CHR	LEFT	TSS	RIGHT	DIRECTION
ENSG00000143147	ENSG00000143147.10	TRUE	chr1	167106905	168106905	169106905	-
ENSG00000143149	ENSG00000143149.8	TRUE	chr1	164668100	165668100	166668100	-
ENSG00000143153	ENSG00000143153.7	TRUE	chr1	168074935	169074935	170074935	+
ENSG00000143155	ENSG00000143155.8	TRUE	chr1	167148200	168148200	169148200	+
ENSG00000143156	ENSG00000143156.9	TRUE	chr1	168337186	169337186	170337186	-
ENSG00000143157	ENSG00000143157.7	TRUE	chr1	165808684	166808684	167808684	+
ENSG00000143158	ENSG00000143158.6	TRUE	chr1	166906310	167906310	168906310	-
ENSG00000143162	ENSG00000143162.7	TRUE	chr1	166523042	167523042	168523042	-
ENSG00000143164	ENSG00000143164.11	TRUE	chr1	166905021	167905021	168905021	+
ENSG00000143167	ENSG00000143167.7	TRUE	chr1	166135716	167135716	168135716	-
ENSG00000143178	ENSG00000143178.7	TRUE	chr1	167250115	168250115	169250115	+
ENSG00000143179	ENSG00000143179.7	TRUE	chr1	164796851	165796851	166796851	+
ENSG00000143183	ENSG00000143183.10	TRUE	chr1	164796992	165796992	166796992	-
ENSG00000143184	ENSG00000143184.4	TRUE	chr1	167545843	168545843	169545843	+
ENSG00000143185	ENSG00000143185.3	TRUE	chr1	167513235	168513235	169513235	-
ENSG00000143190	ENSG00000143190.14	TRUE	chr1	166190113	167190113	168190113	+
ENSG00000143194	ENSG00000143194.7	TRUE	chr1	165944819	166944819	167944819	+
ENSG00000143195	ENSG00000143195.7	TRUE	chr1	165944777	166944777	167944777	-
ENSG00000143198	ENSG00000143198.7	TRUE	chr1	164600450	165600450	166600450	+
ENSG00000143199	ENSG00000143199.11	TRUE	chr1	166883453	167883453	168883453	-
ENSG00000143207	ENSG00000143207.14	TRUE	chr1	175176422	176176422	177176422	-
ENSG00000143217	ENSG00000143217.6	TRUE	chr1	160059348	161059348	162059348	-
ENSG00000143222	ENSG00000143222.7	TRUE	chr1	160122566	161122566	162122566	+
ENSG00000143224	ENSG00000143224.11	TRUE	chr1	160135846	161135846	162135846	+
ENSG00000143226	ENSG00000143226.8	TRUE	chr1	160475220	161475220	162475220	+
ENSG00000143228	ENSG00000143228.8	TRUE	chr1	162236366	163236366	164236366	+
ENSG00000143248	ENSG00000143248.7	TRUE	chr1	162291581	163291581	164291581	-
ENSG00000143252	ENSG00000143252.9	TRUE	chr1	160284171	161284171	162284171	+
ENSG00000143256	ENSG00000143256.4	TRUE	chr1	160087845	161087845	162087845	-
ENSG00000143257	ENSG00000143257.7	TRUE	chr1	160208034	161208034	162208034	-
ENSG00000143258	ENSG00000143258.11	TRUE	chr1	160129240	161129240	162129240	+
ENSG00000143294	ENSG00000143294.9	TRUE	chr1	155720402	156720402	157720402	+
ENSG00000143297	ENSG00000143297.14	TRUE	chr1	156522305	157522305	158522305	-
ENSG00000143303	ENSG00000143303.7	TRUE	chr1	155698234	156698234	157698234	+
ENSG00000143314	ENSG00000143314.8	TRUE	chr1	155711382	156711382	157711382	-
ENSG00000143315	ENSG00000143315.5	TRUE	chr1	159001780	160001780	161001780	-
ENSG00000143318	ENSG00000143318.7	TRUE	chr1	159160365	160160365	161160365	+
ENSG00000143319	ENSG00000143319.11	TRUE	chr1	155698558	156698558	157698558	-
ENSG00000143320	ENSG00000143320.4	TRUE	chr1	155675608	156675608	157675608	-
ENSG00000143321	ENSG00000143321.13	TRUE	chr1	155736717	156736717	157736717	-
ENSG00000143322	ENSG00000143322.15	TRUE	chr1	178198819	179198819	180198819	-
ENSG00000143324	ENSG00000143324.9	TRUE	chr1	179601158	180601158	181601158	+
ENSG00000143333	ENSG00000143333.6	TRUE	chr1	181573524	182573524	183573524	-
ENSG00000143337	ENSG00000143337.11	TRUE	chr1	178851177	179851177	180851177	+
ENSG00000143341	ENSG00000143341.7	TRUE	chr1	184703523	185703523	186703523	+
ENSG00000143344	ENSG00000143344.9	TRUE	chr1	182605220	183605220	184605220	+
ENSG00000143353	ENSG00000143353.7	TRUE	chr1	218347211	219347211	220347211	+
ENSG00000143363	ENSG00000143363.10	TRUE	chr1	149980896	150980896	151980896	+
ENSG00000143367	ENSG00000143367.10	TRUE	chr1	150512781	151512781	152512781	+
ENSG00000143368	ENSG00000143368.9	TRUE	chr1	148899695	149899695	150899695	-
ENSG00000143369	ENSG00000143369.10	TRUE	chr1	149480538	150480538	151480538	+
ENSG00000143373	ENSG00000143373.12	TRUE	chr1	150254094	151254094	152254094	+
ENSG00000143374	ENSG00000143374.8	TRUE	chr1	149459840	150459840	151459840	+
ENSG00000143375	ENSG00000143375.9	TRUE	chr1	150482986	151482986	152482986	+
ENSG00000143376	ENSG00000143376.8	TRUE	chr1	150584482	151584482	152584482	+
ENSG00000143379	ENSG00000143379.7	TRUE	chr1	149898739	150898739	151898739	+
ENSG00000143382	ENSG00000143382.8	TRUE	chr1	149521845	150521845	151521845	+
ENSG00000143384	ENSG00000143384.7	TRUE	chr1	149552214	150552214	151552214	-
ENSG00000143387	ENSG00000143387.8	TRUE	chr1	149782053	150782053	151782053	-
ENSG00000143390	ENSG00000143390.13	TRUE	chr1	150319802	151319802	152319802	-
ENSG00000143393	ENSG00000143393.12	TRUE	chr1	150300191	151300191	152300191	-
ENSG00000143398	ENSG00000143398.14	TRUE	chr1	150170425	151170425	152170425	+
ENSG00000143401	ENSG00000143401.10	TRUE	chr1	149208504	150208504	151208504	-
ENSG00000143409	ENSG00000143409.11	TRUE	chr1	149980851	150980851	151980851	-
ENSG00000143412	ENSG00000143412.5	TRUE	chr1	149954725	150954725	151954725	+
ENSG00000143418	ENSG00000143418.14	TRUE	chr1	149947479	150947479	151947479	-
ENSG00000143420	ENSG00000143420.12	TRUE	chr1	149602088	150602088	151602088	-
ENSG00000143434	ENSG00000143434.10	TRUE	chr1	150119140	151119140	152119140	-
ENSG00000143436	ENSG00000143436.6	TRUE	chr1	150735972	151735972	152735972	-
ENSG00000143437	ENSG00000143437.14	TRUE	chr1	149849184	150849184	151849184	-
ENSG00000143442	ENSG00000143442.16	TRUE	chr1	150431970	151431970	152431970	-
ENSG00000143443	ENSG00000143443.8	TRUE	chr1	150020227	151020227	152020227	+
ENSG00000143450	ENSG00000143450.9	TRUE	chr1	150735375	151735375	152735375	+
ENSG00000143457	ENSG00000143457.5	TRUE	chr1	149669630	150669630	151669630	-
ENSG00000143458	ENSG00000143458.6	TRUE	chr1	150043054	151043054	152043054	+
ENSG00000143476	ENSG00000143476.12	TRUE	chr1	211208895	212208895	213208895	+
ENSG00000143479	ENSG00000143479.11	TRUE	chr1	205808881	206808881	207808881	+
ENSG00000143486	ENSG00000143486.9	TRUE	chr1	205785818	206785818	207785818	-
ENSG00000143493	ENSG00000143493.8	TRUE	chr1	211208899	212208899	213208899	-
ENSG00000143494	ENSG00000143494.11	TRUE	chr1	212123862	213123862	214123862	+
ENSG00000143498	ENSG00000143498.12	TRUE	chr1	221763275	222763275	223763275	-
ENSG00000143499	ENSG00000143499.9	TRUE	chr1	213454445	214454445	215454445	+
ENSG00000143507	ENSG00000143507.12	TRUE	chr1	220915431	221915431	222915431	-
ENSG00000143512	ENSG00000143512.8	TRUE	chr1	221721446	222721446	223721446	-
ENSG00000143514	ENSG00000143514.12	TRUE	chr1	223033656	224033656	225033656	-
ENSG00000143515	ENSG00000143515.12	TRUE	chr1	153298001	154298001	155298001	+
ENSG00000143537	ENSG00000143537.8	TRUE	chr1	154023042	155023042	156023042	+
ENSG00000143543	ENSG00000143543.10	TRUE	chr1	152950150	153950150	154950150	-
ENSG00000143545	ENSG00000143545.4	TRUE	chr1	152958834	153958834	154958834	-
ENSG00000143549	ENSG00000143549.14	TRUE	chr1	153167124	154167124	155167124	-
ENSG00000143552	ENSG00000143552.5	TRUE	chr1	153127592	154127592	155127592	-
ENSG00000143553	ENSG00000143553.6	TRUE	chr1	152631179	153631179	154631179	+
ENSG00000143554	ENSG00000143554.9	TRUE	chr1	152746830	153746830	154746830	+
ENSG00000143569	ENSG00000143569.13	TRUE	chr1	153192655	154192655	155192655	+
ENSG00000143570	ENSG00000143570.12	TRUE	chr1	152940660	153940660	154940660	-
ENSG00000143575	ENSG00000143575.10	TRUE	chr1	153245065	154245065	155245065	+
ENSG00000143578	ENSG00000143578.11	TRUE	chr1	152940010	153940010	154940010	+
ENSG00000143590	ENSG00000143590.9	TRUE	chr1	154051313	155051313	156051313	+
ENSG00000143603	ENSG00000143603.11	TRUE	chr1	153842757	154842757	155842757	-
ENSG00000143612	ENSG00000143612.13	TRUE	chr1	153193113	154193113	155193113	-
ENSG00000143614	ENSG00000143614.7	TRUE	chr1	152895836	153895836	154895836	-
ENSG00000143621	ENSG00000143621.12	TRUE	chr1	152643504	153643504	154643504	-
ENSG00000143622	ENSG00000143622.5	TRUE	chr1	154881195	155881195	156881195	-
ENSG00000143624	ENSG00000143624.9	TRUE	chr1	152700526	153700526	154700526	+
ENSG00000143627	ENSG00000143627.12	TRUE	chr1	154271229	155271229	156271229	-
ENSG00000143630	ENSG00000143630.5	TRUE	chr1	154247254	155247254	156247254	+
ENSG00000143631	ENSG00000143631.9	TRUE	chr1	151297715	152297715	153297715	-
ENSG00000143632	ENSG00000143632.8	TRUE	chr1	228569851	229569851	230569851	-
ENSG00000143633	ENSG00000143633.7	TRUE	chr1	230376933	231376933	232376933	-
ENSG00000143641	ENSG00000143641.7	TRUE	chr1	229193737	230193737	231193737	+
ENSG00000143643	ENSG00000143643.8	TRUE	chr1	230114621	231114621	232114621	-
ENSG00000143653	ENSG00000143653.8	TRUE	chr1	245887711	246887711	247887711	+
ENSG00000143669	ENSG00000143669.8	TRUE	chr1	235046940	236046940	237046940	-
ENSG00000143674	ENSG00000143674.6	TRUE	chr1	232463470	233463470	234463470	+
ENSG00000143702	ENSG00000143702.10	TRUE	chr1	242418650	243418650	244418650	-
ENSG00000143740	ENSG00000143740.9	TRUE	chr1	226915901	227915901	228915901	+
ENSG00000143742	ENSG00000143742.8	TRUE	chr1	224965515	225965515	226965515	+
ENSG00000143748	ENSG00000143748.13	TRUE	chr1	223517891	224517891	225517891	-
ENSG00000143751	ENSG00000143751.7	TRUE	chr1	225187044	226187044	227187044	-
ENSG00000143753	ENSG00000143753.8	TRUE	chr1	223363458	224363458	225363458	+
ENSG00000143756	ENSG00000143756.7	TRUE	chr1	223301813	224301813	225301813	+
ENSG00000143761	ENSG00000143761.8	TRUE	chr1	227270361	228270361	229270361	+
ENSG00000143771	ENSG00000143771.7	TRUE	chr1	223544560	224544560	225544560	+
ENSG00000143772	ENSG00000143772.5	TRUE	chr1	225927024	226927024	227927024	-
ENSG00000143774	ENSG00000143774.10	TRUE	chr1	227327663	228327663	229327663	+
ENSG00000143776	ENSG00000143776.12	TRUE	chr1	226506203	227506203	228506203	-
ENSG00000143786	ENSG00000143786.3	TRUE	chr1	223622362	224622362	225622362	+
ENSG00000143793	ENSG00000143793.8	TRUE	chr1	227293112	228293112	229293112	-
ENSG00000143799	ENSG00000143799.7	TRUE	chr1	225595855	226595855	227595855	-
ENSG00000143801	ENSG00000143801.12	TRUE	chr1	226057885	227057885	228057885	+
ENSG00000143811	ENSG00000143811.11	TRUE	chr1	225112040	226112040	227112040	-
ENSG00000143815	ENSG00000143815.10	TRUE	chr1	224616627	225616627	226616627	-
ENSG00000143816	ENSG00000143816.6	TRUE	chr1	227135633	228135633	229135633	-
ENSG00000143819	ENSG00000143819.8	TRUE	chr1	224997826	225997826	226997826	+
ENSG00000143842	ENSG00000143842.10	TRUE	chr1	203042243	204042243	205042243	+
ENSG00000143847	ENSG00000143847.10	TRUE	chr1	201995626	202995626	203995626	+
ENSG00000143850	ENSG00000143850.6	TRUE	chr1	203346793	204346793	205346793	-
ENSG00000143851	ENSG00000143851.11	TRUE	chr1	201130716	202130716	203130716	-
ENSG00000143858	ENSG00000143858.7	TRUE	chr1	201679582	202679582	203679582	-
ENSG00000143862	ENSG00000143862.3	TRUE	chr1	201113871	202113871	203113871	-
ENSG00000146463	ENSG00000146463.7	TRUE	chr1	34734310	35734310	36734310	+
ENSG00000149527	ENSG00000149527.10	TRUE	chr1	1357419	2357419	3357419	+
ENSG00000151414	ENSG00000151414.10	TRUE	chr1	197126124	198126124	199126124	+
ENSG00000152042	ENSG00000152042.11	TRUE	chr1	145082765	146082765	147082765	-
ENSG00000152061	ENSG00000152061.16	TRUE	chr1	173128548	174128548	175128548	+
ENSG00000152078	ENSG00000152078.5	TRUE	chr1	94582911	95582911	96582911	+
ENSG00000152104	ENSG00000152104.6	TRUE	chr1	213725792	214725792	215725792	-
ENSG00000152332	ENSG00000152332.11	TRUE	chr1	161467041	162467041	163467041	+
ENSG00000152382	ENSG00000152382.5	TRUE	chr1	165845501	166845501	167845501	-
ENSG00000152763	ENSG00000152763.11	TRUE	chr1	66390539	67390539	68390539	-
ENSG00000152904	ENSG00000152904.7	TRUE	chr1	234490665	235490665	236490665	+
ENSG00000153029	ENSG00000153029.10	TRUE	chr1	180002510	181002510	182002510	+
ENSG00000153187	ENSG00000153187.11	TRUE	chr1	244027862	245027862	246027862	-
ENSG00000153207	ENSG00000153207.10	TRUE	chr1	246095250	247095250	248095250	-
ENSG00000153363	ENSG00000153363.8	TRUE	chr1	210556078	211556078	212556078	+
ENSG00000153898	ENSG00000153898.8	TRUE	chr1	84462796	85462796	86462796	-
ENSG00000153904	ENSG00000153904.12	TRUE	chr1	85044046	86044046	87044046	-
ENSG00000153936	ENSG00000153936.11	TRUE	chr1	86380318	87380318	88380318	+
ENSG00000154222	ENSG00000154222.7	TRUE	chr1	51831877	52831877	53831877	-
ENSG00000154305	ENSG00000154305.11	TRUE	chr1	221791439	222791439	223791439	+
ENSG00000154309	ENSG00000154309.7	TRUE	chr1	221988364	222988364	223988364	+
ENSG00000154342	ENSG00000154342.4	TRUE	chr1	227194699	228194699	229194699	+
ENSG00000154358	ENSG00000154358.14	TRUE	chr1	227395745	228395745	229395745	+
ENSG00000154370	ENSG00000154370.8	TRUE	chr1	227594536	228594536	229594536	-
ENSG00000154429	ENSG00000154429.6	TRUE	chr1	228479041	229479041	230479041	-
ENSG00000154451	ENSG00000154451.10	TRUE	chr1	88738487	89738487	90738487	-
ENSG00000154511	ENSG00000154511.6	TRUE	chr1	92427079	93427079	94427079	-
ENSG00000155363	ENSG00000155363.12	TRUE	chr1	112215763	113215763	114215763	+
ENSG00000155366	ENSG00000155366.11	TRUE	chr1	112250056	113250056	114250056	-
ENSG00000155367	ENSG00000155367.10	TRUE	chr1	112258099	113258099	114258099	-
ENSG00000155380	ENSG00000155380.7	TRUE	chr1	112500215	113500215	114500215	-
ENSG00000155761	ENSG00000155761.9	TRUE	chr1	117727851	118727851	119727851	-
ENSG00000156097	ENSG00000156097.7	TRUE	chr1	109082494	110082494	111082494	+
ENSG00000156150	ENSG00000156150.5	TRUE	chr1	109613294	110613294	111613294	-
ENSG00000156171	ENSG00000156171.9	TRUE	chr1	110682825	111682825	112682825	-
ENSG00000156869	ENSG00000156869.7	TRUE	chr1	99232191	100232191	101232191	-
ENSG00000156875	ENSG00000156875.9	TRUE	chr1	99503651	100503651	101503651	+
ENSG00000156876	ENSG00000156876.7	TRUE	chr1	99598511	100598511	101598511	-
ENSG00000157064	ENSG00000157064.6	TRUE	chr1	182387515	183387515	184387515	-
ENSG00000157077	ENSG00000157077.10	TRUE	chr1	51607761	52607761	53607761	+
ENSG00000157181	ENSG00000157181.10	TRUE	chr1	185344970	186344970	187344970	+
ENSG00000157184	ENSG00000157184.5	TRUE	chr1	52662464	53662464	54662464	+
ENSG00000157191	ENSG00000157191.13	TRUE	chr1	15767216	16767216	17767216	+
ENSG00000157193	ENSG00000157193.10	TRUE	chr1	52794141	53794141	54794141	-
ENSG00000157216	ENSG00000157216.10	TRUE	chr1	53879152	54879152	55879152	-
ENSG00000157870	ENSG00000157870.9	TRUE	chr1	1517930	2517930	3517930	+
ENSG00000157873	ENSG00000157873.11	TRUE	chr1	1487078	2487078	3487078	+
ENSG00000157881	ENSG00000157881.8	TRUE	chr1	1458036	2458036	3458036	-
ENSG00000157911	ENSG00000157911.5	TRUE	chr1	1345236	2345236	3345236	-
ENSG00000157916	ENSG00000157916.12	TRUE	chr1	1323214	2323214	3323214	+
ENSG00000157933	ENSG00000157933.9	TRUE	chr1	1159758	2159758	3159758	+
ENSG00000157978	ENSG00000157978.6	TRUE	chr1	24870097	25870097	26870097	+
ENSG00000158006	ENSG00000158006.8	TRUE	chr1	25324608	26324608	27324608	-
ENSG00000158055	ENSG00000158055.11	TRUE	chr1	23645847	24645847	25645847	+
ENSG00000158062	ENSG00000158062.13	TRUE	chr1	25644854	26644854	27644854	-
ENSG00000158109	ENSG00000158109.9	TRUE	chr1	2541579	3541579	4541579	+
ENSG00000158156	ENSG00000158156.7	TRUE	chr1	27286099	28286099	29286099	+
ENSG00000158161	ENSG00000158161.11	TRUE	chr1	27415148	28415148	29415148	-
ENSG00000158195	ENSG00000158195.6	TRUE	chr1	26816678	27816678	28816678	-
ENSG00000158286	ENSG00000158286.8	TRUE	chr1	5265535	6265535	7265535	+
ENSG00000158292	ENSG00000158292.6	TRUE	chr1	5321158	6321158	7321158	-
ENSG00000158315	ENSG00000158315.6	TRUE	chr1	38407502	39407502	40407502	-
ENSG00000158477	ENSG00000158477.6	TRUE	chr1	157224214	158224214	159224214	+
ENSG00000158481	ENSG00000158481.7	TRUE	chr1	157259713	158259713	159259713	+
ENSG00000158615	ENSG00000158615.7	TRUE	chr1	203380945	204380945	205380945	-
ENSG00000158710	ENSG00000158710.10	TRUE	chr1	158895297	159895297	160895297	-
ENSG00000158711	ENSG00000158711.8	TRUE	chr1	204601139	205601139	206601139	-
ENSG00000158714	ENSG00000158714.6	TRUE	chr1	158796601	159796601	160796601	+
ENSG00000158715	ENSG00000158715.5	TRUE	chr1	204649637	205649637	206649637	-
ENSG00000158716	ENSG00000158716.4	TRUE	chr1	158750722	159750722	160750722	+
ENSG00000158747	ENSG00000158747.9	TRUE	chr1	18923473	19923473	20923473	+
ENSG00000158748	ENSG00000158748.3	TRUE	chr1	18991368	19991368	20991368	+
ENSG00000158769	ENSG00000158769.11	TRUE	chr1	159991133	160991133	161991133	-
ENSG00000158773	ENSG00000158773.10	TRUE	chr1	160015767	161015767	162015767	-
ENSG00000158786	ENSG00000158786.4	TRUE	chr1	19465816	20465816	21465816	+
ENSG00000158793	ENSG00000158793.9	TRUE	chr1	160087876	161087876	162087876	+
ENSG00000158796	ENSG00000158796.10	TRUE	chr1	160102478	161102478	162102478	-
ENSG00000158825	ENSG00000158825.5	TRUE	chr1	19915579	20915579	21915579	+
ENSG00000158828	ENSG00000158828.5	TRUE	chr1	19959951	20959951	21959951	+
ENSG00000158850	ENSG00000158850.9	TRUE	chr1	160147758	161147758	162147758	-
ENSG00000158859	ENSG00000158859.8	TRUE	chr1	160168844	161168844	162168844	-
ENSG00000158864	ENSG00000158864.7	TRUE	chr1	160166894	161166894	162166894	+
ENSG00000158869	ENSG00000158869.6	TRUE	chr1	160185024	161185024	162185024	+
ENSG00000158882	ENSG00000158882.7	TRUE	chr1	160195729	161195729	162195729	+
ENSG00000158887	ENSG00000158887.11	TRUE	chr1	160279758	161279758	162279758	-
ENSG00000158966	ENSG00000158966.9	TRUE	chr1	63935812	64935812	65935812	+
ENSG00000159023	ENSG00000159023.13	TRUE	chr1	28213603	29213603	30213603	+
ENSG00000159164	ENSG00000159164.5	TRUE	chr1	148889396	149889396	150889396	-
ENSG00000159166	ENSG00000159166.9	TRUE	chr1	200369043	201369043	202369043	-
ENSG00000159173	ENSG00000159173.12	TRUE	chr1	200398994	201398994	202398994	-
ENSG00000159176	ENSG00000159176.8	TRUE	chr1	200478584	201478584	202478584	-
ENSG00000159208	ENSG00000159208.11	TRUE	chr1	149254953	150254953	151254953	+
ENSG00000159214	ENSG00000159214.8	TRUE	chr1	43457031	44457031	45457031	+
ENSG00000159339	ENSG00000159339.8	TRUE	chr1	16634690	17634690	18634690	+
ENSG00000159346	ENSG00000159346.8	TRUE	chr1	201927700	202927700	203927700	-
ENSG00000159348	ENSG00000159348.8	TRUE	chr1	201936403	202936403	203936403	-
ENSG00000159352	ENSG00000159352.10	TRUE	chr1	150227185	151227185	152227185	+
ENSG00000159363	ENSG00000159363.13	TRUE	chr1	16338423	17338423	18338423	-
ENSG00000159377	ENSG00000159377.6	TRUE	chr1	150372036	151372036	152372036	+
ENSG00000159388	ENSG00000159388.5	TRUE	chr1	202274619	203274619	204274619	+
ENSG00000159423	ENSG00000159423.11	TRUE	chr1	18229218	19229218	20229218	-
ENSG00000159445	ENSG00000159445.8	TRUE	chr1	150882113	151882113	152882113	-
ENSG00000159450	ENSG00000159450.8	TRUE	chr1	151087930	152087930	153087930	-
ENSG00000159479	ENSG00000159479.12	TRUE	chr1	42855479	43855479	44855479	-
ENSG00000159527	ENSG00000159527.3	TRUE	chr1	152285428	153285428	154285428	-
ENSG00000159588	ENSG00000159588.10	TRUE	chr1	45089729	46089729	47089729	-
ENSG00000159592	ENSG00000159592.6	TRUE	chr1	45153785	46153785	47153785	-
ENSG00000159596	ENSG00000159596.6	TRUE	chr1	45153853	46153853	47153853	+
ENSG00000159658	ENSG00000159658.5	TRUE	chr1	46184818	47184818	48184818	-
ENSG00000160049	ENSG00000160049.6	TRUE	chr1	9532586	10532586	11532586	-
ENSG00000160050	ENSG00000160050.10	TRUE	chr1	31666196	32666196	33666196	+
ENSG00000160051	ENSG00000160051.7	TRUE	chr1	31671272	32671272	33671272	+
ENSG00000160055	ENSG00000160055.15	TRUE	chr1	31687960	32687960	33687960	-
ENSG00000160058	ENSG00000160058.13	TRUE	chr1	31860332	32860332	33860332	-
ENSG00000160062	ENSG00000160062.9	TRUE	chr1	32005028	33005028	34005028	+
ENSG00000160072	ENSG00000160072.12	TRUE	chr1	407145	1407145	2407145	+
ENSG00000160075	ENSG00000160075.9	TRUE	chr1	510243	1510243	2510243	-
ENSG00000160087	ENSG00000160087.16	TRUE	chr1	209244	1209244	2209244	-
ENSG00000160094	ENSG00000160094.9	TRUE	chr1	32722093	33722093	34722093	+
ENSG00000160097	ENSG00000160097.9	TRUE	chr1	32338083	33338083	34338083	-
ENSG00000160678	ENSG00000160678.7	TRUE	chr1	152600402	153600402	154600402	+
ENSG00000160679	ENSG00000160679.8	TRUE	chr1	152606458	153606458	154606458	+
ENSG00000160685	ENSG00000160685.9	TRUE	chr1	153975106	154975106	155975106	+
ENSG00000160688	ENSG00000160688.14	TRUE	chr1	153955814	154955814	155955814	+
ENSG00000160691	ENSG00000160691.12	TRUE	chr1	153946871	154946871	155946871	-
ENSG00000160710	ENSG00000160710.11	TRUE	chr1	153600489	154600489	155600489	-
ENSG00000160712	ENSG00000160712.8	TRUE	chr1	153377669	154377669	155377669	+
ENSG00000160714	ENSG00000160714.5	TRUE	chr1	153531504	154531504	155531504	-
ENSG00000160716	ENSG00000160716.4	TRUE	chr1	153540254	154540254	155540254	+
ENSG00000160741	ENSG00000160741.11	TRUE	chr1	152931091	153931091	154931091	-
ENSG00000160752	ENSG00000160752.10	TRUE	chr1	154278539	155278539	156278539	+
ENSG00000160753	ENSG00000160753.11	TRUE	chr1	154290685	155290685	156290685	+
ENSG00000160766	ENSG00000160766.10	TRUE	chr1	154197213	155197213	156197213	-
ENSG00000160767	ENSG00000160767.15	TRUE	chr1	154225274	155225274	156225274	-
ENSG00000160781	ENSG00000160781.9	TRUE	chr1	155217908	156217908	157217908	-
ENSG00000160783	ENSG00000160783.13	TRUE	chr1	155182784	156182784	157182784	+
ENSG00000160785	ENSG00000160785.7	TRUE	chr1	155163723	156163723	157163723	+
ENSG00000160789	ENSG00000160789.14	TRUE	chr1	155052364	156052364	157052364	+
ENSG00000160803	ENSG00000160803.6	TRUE	chr1	155023589	156023589	157023589	-
ENSG00000160818	ENSG00000160818.11	TRUE	chr1	155571288	156571288	157571288	-
ENSG00000160856	ENSG00000160856.14	TRUE	chr1	156670559	157670559	158670559	-
ENSG00000162368	ENSG00000162368.9	TRUE	chr1	46799462	47799462	48799462	+
ENSG00000162373	ENSG00000162373.7	TRUE	chr1	48242641	49242641	50242641	-
ENSG00000162374	ENSG00000162374.12	TRUE	chr1	49489701	50489701	51489701	+
ENSG00000162377	ENSG00000162377.4	TRUE	chr1	52164019	53164019	54164019	-
ENSG00000162378	ENSG00000162378.8	TRUE	chr1	52192125	53192125	54192125	+
ENSG00000162384	ENSG00000162384.7	TRUE	chr1	52686306	53686306	54686306	-
ENSG00000162385	ENSG00000162385.6	TRUE	chr1	52704190	53704190	54704190	-
ENSG00000162390	ENSG00000162390.12	TRUE	chr1	54007930	55007930	56007930	+
ENSG00000162391	ENSG00000162391.5	TRUE	chr1	54089229	55089229	56089229	-
ENSG00000162396	ENSG00000162396.5	TRUE	chr1	54230196	55230196	56230196	-
ENSG00000162398	ENSG00000162398.7	TRUE	chr1	54271736	55271736	56271736	+
ENSG00000162402	ENSG00000162402.7	TRUE	chr1	54681037	55681037	56681037	-
ENSG00000162407	ENSG00000162407.8	TRUE	chr1	56110974	57110974	58110974	-
ENSG00000162408	ENSG00000162408.10	TRUE	chr1	5614573	6614573	7614573	-
ENSG00000162409	ENSG00000162409.6	TRUE	chr1	56110987	57110987	58110987	+
ENSG00000162413	ENSG00000162413.11	TRUE	chr1	5674667	6674667	7674667	-
ENSG00000162415	ENSG00000162415.6	TRUE	chr1	44771881	45771881	46771881	-
ENSG00000162419	ENSG00000162419.7	TRUE	chr1	27995290	28995290	29995290	+
ENSG00000162426	ENSG00000162426.10	TRUE	chr1	7378174	8378174	9378174	+
ENSG00000162430	ENSG00000162430.12	TRUE	chr1	25126684	26126684	27126684	+
ENSG00000162433	ENSG00000162433.10	TRUE	chr1	64613232	65613232	66613232	+
ENSG00000162434	ENSG00000162434.7	TRUE	chr1	64533437	65533437	66533437	-
ENSG00000162437	ENSG00000162437.10	TRUE	chr1	64210778	65210778	66210778	+
ENSG00000162441	ENSG00000162441.6	TRUE	chr1	9003465	10003465	11003465	-
ENSG00000162444	ENSG00000162444.10	TRUE	chr1	9057264	10057264	11057264	+
ENSG00000162461	ENSG00000162461.7	TRUE	chr1	15062753	16062753	17062753	+
ENSG00000162482	ENSG00000162482.4	TRUE	chr1	18615264	19615264	20615264	-
ENSG00000162490	ENSG00000162490.6	TRUE	chr1	10751767	11751767	12751767	+
ENSG00000162496	ENSG00000162496.4	TRUE	chr1	11678216	12678216	13678216	-
ENSG00000162510	ENSG00000162510.5	TRUE	chr1	30196432	31196432	32196432	-
ENSG00000162511	ENSG00000162511.6	TRUE	chr1	30230621	31230621	32230621	-
ENSG00000162512	ENSG00000162512.11	TRUE	chr1	30381605	31381605	32381605	-
ENSG00000162517	ENSG00000162517.8	TRUE	chr1	31110497	32110497	33110497	-
ENSG00000162520	ENSG00000162520.10	TRUE	chr1	32169197	33169197	34169197	-
ENSG00000162521	ENSG00000162521.12	TRUE	chr1	32116743	33116743	34116743	+
ENSG00000162522	ENSG00000162522.6	TRUE	chr1	32207431	33207431	34207431	+
ENSG00000162526	ENSG00000162526.6	TRUE	chr1	31817122	32817122	33817122	+
ENSG00000162542	ENSG00000162542.8	TRUE	chr1	19126438	20126438	21126438	-
ENSG00000162543	ENSG00000162543.5	TRUE	chr1	19512589	20512589	21512589	+
ENSG00000162545	ENSG00000162545.5	TRUE	chr1	19812703	20812703	21812703	-
ENSG00000162551	ENSG00000162551.9	TRUE	chr1	20835890	21835890	22835890	+
ENSG00000162552	ENSG00000162552.8	TRUE	chr1	21470462	22470462	23470462	-
ENSG00000162572	ENSG00000162572.14	TRUE	chr1	215816	1215816	2215816	+
